date,open,high,low,close,volume
2018-01-02,39.2299,39.8292,39.1443,39.7626,6934570
2018-01-03,40.1526,40.8566,40.1431,40.7329,14591587
2018-01-04,40.9897,42.0932,40.9136,41.9886,17298680
2018-01-05,42.331,42.4642,41.8173,41.8649,9643317
2018-01-08,41.8934,42.4166,41.3989,42.0647,13099632
2018-01-09,42.1503,42.4166,41.6081,41.9029,7768103
2018-01-10,41.7032,41.9886,40.5331,40.9041,18281520
2018-01-11,41.1705,42.1122,41.0516,42.0361,11245753
2018-01-12,41.9981,42.5213,41.532,41.922,14914573
2018-01-16,42.9018,43.3013,41.6176,42.0361,20169295
2018-01-17,41.8649,42.1122,41.2846,41.8839,15855650
2018-01-18,42.0266,42.0361,41.5129,41.7222,11868110
2018-01-19,41.9029,41.941,40.9422,41.0468,14470776
2018-01-22,41.0563,41.3037,40.7329,41.18,19562094
2018-01-23,41.2276,41.3227,40.8138,41.2656,14127560
2018-01-24,41.3798,42.2359,41.3322,42.0076,11321705
2018-01-25,42.293,42.312,40.8803,41.0563,11385995
2018-01-26,41.2085,41.4416,40.8946,41.3702,9131233
2018-01-29,41.3512,41.6461,40.8874,40.9232,8177531
2018-01-30,40.7424,41.1134,40.4475,40.6187,8459713
2018-01-31,40.6948,40.8566,40.086,40.3429,19781173
2018-02-01,40.067,40.5236,39.9053,40.3619,9629833
2018-02-02,40.1621,40.2097,38.8589,39.0016,13982144
2018-02-05,38.9826,39.639,37.5842,37.6128,19660620
2018-02-06,38.1074,40.1717,38.0504,39.8197,26988259
2018-02-07,39.7626,41.4368,39.6199,40.3239,19402866
2018-02-08,40.3904,40.6283,38.7543,38.7638,18035384
2018-02-09,39.1538,39.9243,38.2691,39.4392,19597996
2018-02-12,39.9053,40.5426,39.5819,39.9529,19392043
2018-02-13,39.6675,40.0195,39.3536,39.3821,8937154
2018-02-14,39.0301,39.8673,38.935,39.7721,10271608
2018-02-15,40.0099,40.1526,39.3774,39.8102,9715834
2018-02-16,39.8102,40.2192,39.0016,39.0872,14871775
2018-02-20,38.9065,39.3155,38.6116,38.7828,7814571
2018-02-21,38.7638,39.287,38.5356,38.5831,9098549
2018-02-22,38.6782,39.1919,38.526,38.916,8805943
2018-02-23,39.0492,39.1348,38.6021,38.916,6424209
2018-02-26,39.0777,39.5914,38.7638,39.5153,9397071
2018-02-27,39.4677,39.5153,38.1645,38.2121,12738834
2018-02-28,37.6889,38.193,37.3987,37.432,23145222
2018-03-01,37.6603,37.6603,35.5866,35.9481,26183081
2018-03-02,35.6437,35.7768,34.8066,35.6056,24060510
2018-03-05,35.5105,36.0527,35.3012,35.9005,12011053
2018-03-06,36.1669,36.2238,35.7103,36.0812,12168468
2018-03-07,35.5676,35.9956,35.3488,35.9005,15052041
2018-03-08,36.1696,36.4482,35.766,36.3618,13096731
2018-03-09,36.3714,36.5924,36.1888,36.3618,12272186
2018-03-12,36.3906,36.5059,36.1119,36.3521,11347249
2018-03-13,36.4867,37.0343,36.3906,36.5251,12406428
2018-03-14,36.9768,37.1017,36.1792,36.2176,13364043
2018-03-15,36.4867,36.5059,36.1215,36.3714,8140097
2018-03-16,36.4386,36.6596,36.2176,36.4579,10305037
2018-03-19,36.4482,36.4963,35.1125,35.5642,12103147
2018-03-20,35.6795,35.8044,35.3047,35.4489,8494780
2018-03-21,35.7083,36.5347,35.6507,36.1119,11568419
2018-03-22,35.7756,35.8717,34.8531,34.93,15155039
2018-03-23,34.9972,35.1606,33.7576,33.7961,13234021
2018-03-26,34.536,34.6417,33.9066,34.584,9320238
2018-03-27,34.6129,34.6225,33.1522,33.5078,17673329
2018-03-28,33.6423,34.3918,33.5366,34.0843,17905723
2018-03-29,34.4303,35.0981,34.2957,34.9204,13049780
2018-04-02,34.6897,34.8435,33.8537,34.363,13909058
2018-04-03,35.3624,35.8909,34.9684,35.4969,15833314
2018-04-04,34.6032,36.6404,34.5456,36.5443,17014051
2018-04-05,36.7557,36.9768,36.4098,36.5155,11885381
2018-04-06,36.4771,36.6693,35.7468,36.208,14731498
2018-04-09,36.7846,36.996,36.3329,36.3521,13430901
2018-04-10,37.0921,37.8128,36.8903,37.5437,15547390
2018-04-11,37.2074,37.7551,36.9864,37.4764,8388853
2018-04-12,37.7359,37.9473,37.2554,37.3131,7896394
2018-04-13,37.5918,37.8416,37.0584,37.217,6118634
2018-04-16,37.4476,37.8791,37.1593,37.6398,5064868
2018-04-17,38.0914,38.101,37.5533,37.6878,5460704
2018-04-18,37.7071,38.1203,37.3803,37.4092,6095373
2018-04-19,37.1978,37.39,35.963,36.2945,10230013
2018-04-20,36.2753,36.5251,35.8909,36.1407,8698518
2018-04-23,36.0254,36.4771,35.9678,36.2176,7308626
2018-04-24,36.4482,36.6789,36.0735,36.4482,9285765
2018-04-25,36.2561,36.7077,36.035,36.6212,7892957
2018-04-26,36.1215,36.7846,35.3912,36.7557,16562383
2018-04-27,36.6693,36.7173,36.0254,36.1792,8660356
2018-04-30,36.4002,36.5828,35.3047,35.3047,11967311
2018-05-01,35.3239,35.5161,34.4879,34.9972,11381238
2018-05-02,35.0549,35.2663,34.7378,34.7858,9440678
2018-05-03,34.584,34.757,33.9018,34.7378,15742629
2018-05-04,34.7378,35.3432,34.4687,35.2759,6639004
2018-05-07,35.199,35.3336,34.8675,34.9204,9197419
2018-05-08,34.9588,35.1798,34.6993,34.9107,8364406
2018-05-09,34.9684,35.3047,34.56,34.8531,7609467
2018-05-10,35.0357,35.766,34.9972,35.7083,6814738
2018-05-11,35.6603,35.7948,35.3432,35.4489,4856741
2018-05-14,35.6122,35.6218,35.1318,35.199,6393345
2018-05-15,34.978,35.5161,34.978,35.4969,6506941
2018-05-16,35.5257,36.5539,35.5227,36.5443,8193850
2018-05-17,36.4867,36.972,36.2779,36.8038,9572739
2018-05-18,36.775,36.8999,36.2464,36.3137,5576296
2018-05-21,36.6693,36.8374,36.4963,36.602,6227678
2018-05-22,37.0728,37.2554,36.7605,36.7846,6990449
2018-05-23,36.6885,36.6981,35.9966,36.3714,8794265
2018-05-24,36.5155,37.0825,36.4146,36.8903,8466101
2018-05-25,36.7557,36.8999,36.6213,36.8038,5247329
2018-05-29,36.5251,36.5636,35.814,35.9197,12342575
2018-05-30,36.035,36.3906,36.0158,36.3521,11821553
2018-05-31,40.0229,41.0992,39.6578,41.0319,59937479
2018-06-01,41.301,41.6229,40.6764,41.5124,24461816
2018-06-04,41.5508,42.137,41.4739,42.0697,12938986
2018-06-05,41.9063,42.0601,41.6517,41.7142,12018545
2018-06-06,41.9544,42.2811,41.6661,42.2138,18026111
2018-06-07,42.1751,43.0087,42.1751,42.6597,15330902
2018-06-08,42.6307,42.9699,42.5725,42.8924,8549271
2018-06-11,42.9408,43.5127,42.9311,43.474,14061378
2018-06-12,43.4837,43.5709,42.8082,42.8245,9933236
2018-06-13,42.7664,43.0959,42.4853,43.0862,11233122
2018-06-14,43.0281,43.0378,42.0878,42.2332,10109160
2018-06-15,41.9521,43.6194,41.4481,42.5628,23838541
2018-06-18,42.2623,42.7809,42.0345,42.6016,10806701
2018-06-19,41.7486,41.8649,40.5951,40.9634,18272914
2018-06-20,41.2639,41.5159,40.5078,40.6629,9536074
2018-06-21,39.8778,40.5563,39.5531,39.8584,13913342
2018-06-22,40.1395,40.4691,39.6839,39.9844,9565924
2018-06-25,39.7421,39.9359,38.9763,39.364,10614782
2018-06-26,39.3059,40.0523,39.2477,39.7518,12818919
2018-06-27,39.7421,40.0523,39.112,39.1314,9542833
2018-06-28,39.209,39.4222,38.4432,39.2768,10173879
2018-06-29,39.4222,39.5482,38.1621,38.1912,14054913
2018-07-02,37.881,38.3463,37.5611,38.2881,8608074
2018-07-03,38.4917,38.5984,37.7259,37.7744,4975776
2018-07-05,38.3947,38.7728,38.007,38.259,8351381
2018-07-06,38.1718,38.2396,37.5126,37.9585,7897112
2018-07-09,38.1718,38.7728,37.8519,38.5304,8148976
2018-07-10,38.6177,39.0732,38.3899,38.86,10140127
2018-07-11,38.2881,38.4722,37.9779,38.0942,8840023
2018-07-12,38.385,38.4238,37.8131,38.0652,8250386
2018-07-13,37.9101,38.2009,37.7356,38.1524,5152759
2018-07-16,38.1039,38.3802,37.9682,38.3463,7466380
2018-07-17,38.2881,39.2574,38.2784,38.8018,8806133
2018-07-18,38.8309,39.0539,38.3463,38.6467,9180945
2018-07-19,38.3656,38.5886,37.9779,38.1039,6778745
2018-07-20,37.8713,38.2057,37.6677,38.1912,10962057
2018-07-23,37.9973,38.1718,37.755,38.0652,7687705
2018-07-24,38.6467,38.7534,38.0555,38.2687,10760097
2018-07-25,36.301,36.7372,35.1475,36.4949,42414903
2018-07-26,35.9327,36.3979,35.4771,35.6225,16719360
2018-07-27,35.7,36.4852,35.646,36.3785,12630087
2018-07-30,36.5046,36.9311,36.301,36.5142,9460554
2018-07-31,36.6306,37.0183,36.5433,36.7469,16479316
2018-08-01,36.7275,36.7275,35.7485,36.0005,11179703
2018-08-02,35.8648,35.9133,35.2299,35.4965,13066127
2018-08-03,35.5255,36.6112,35.5255,36.5724,9375062
2018-08-06,36.4173,36.5336,36.2041,36.4464,5266992
2018-08-07,36.5433,36.7081,36.3495,36.427,7652087
2018-08-08,36.4561,36.7663,36.1411,36.5046,6760543
2018-08-09,36.5142,37.1443,36.175,36.3592,12413781
2018-08-10,36.175,36.2138,35.3511,35.4674,9326184
2018-08-13,35.4674,35.5449,34.7739,35.0506,15575398
2018-08-14,35.1378,35.4189,35.0603,35.0893,7326117
2018-08-15,34.721,34.847,34.1297,34.8373,10720393
2018-08-16,35.07,35.5546,34.9633,35.1766,9414171
2018-08-17,34.973,35.448,34.8082,35.2638,7796688
2018-08-20,35.5062,35.8163,35.2444,35.6419,7072818
2018-08-21,35.6225,35.9327,35.6128,35.7776,10048476
2018-08-22,35.4771,35.5933,34.9876,35.0215,8871210
2018-08-23,34.847,35.0603,34.5368,34.5756,8742432
2018-08-24,34.847,34.9924,34.6628,34.847,7277974
2018-08-27,35.1766,36.6257,35.1184,36.5336,17968003
2018-08-28,36.6887,36.6984,35.7921,36.175,9638814
2018-08-29,36.2428,36.2719,35.7526,35.9811,7223680
2018-08-30,35.8648,35.923,35.0797,35.2444,9765390
2018-08-31,35.0893,35.1863,34.6822,34.944,13713325
2018-09-04,34.8955,34.8955,34.2363,34.5078,12821636
2018-09-05,34.5078,34.5078,33.9746,34.2073,12763991
2018-09-06,34.2955,34.5551,33.6879,33.6879,12913568
2018-09-07,33.6585,33.6683,32.9334,33.2274,13209290
2018-09-10,33.2372,33.5606,33.149,33.1882,10675275
2018-09-11,33.2372,33.2764,32.7633,33.0902,8521324
2018-09-12,33.0216,33.7957,33.0216,33.3744,9342305
2018-09-13,33.5704,33.7859,33.2176,33.5606,14848695
2018-09-14,33.7761,34.0505,33.6389,33.9329,13652800
2018-09-17,33.8055,34.511,33.7173,34.3151,10905334
2018-09-18,34.462,34.5208,33.8937,34.3934,8868099
2018-09-19,34.6482,35.2116,34.5894,35.0108,10938208
2018-09-20,35.1871,35.7163,35.0206,35.3537,11394240
2018-09-21,35.5791,35.7555,34.4522,34.609,27172393
2018-09-24,34.3347,34.6678,33.7565,34.0505,9971007
2018-09-25,33.7859,33.9819,32.8257,32.8746,14805269
2018-09-26,32.8159,33.3156,32.6738,33.051,18074547
2018-09-27,32.8355,33.0706,32.6101,32.9922,11659261
2018-09-28,32.8942,33.0118,32.6199,32.9922,8836652
2018-10-01,33.6095,33.8447,33.3058,33.5116,13746055
2018-10-02,33.2666,33.6487,32.5317,32.6297,22731155
2018-10-03,34.3151,34.3445,33.0902,33.3156,28301834
2018-10-04,33.4234,33.9623,33.2666,33.5606,18912630
2018-10-05,33.7173,33.8153,33.2862,33.4332,10748613
2018-10-08,33.1392,33.5802,33.0706,33.5606,8405686
2018-10-09,33.3156,33.3156,31.934,31.9928,19919872
2018-10-10,31.9438,32.2965,31.4734,31.9438,17224282
2018-10-11,31.9536,32.8257,31.542,31.6596,18015289
2018-10-12,32.081,32.081,30.8561,31.1501,14950768
2018-10-15,31.0521,31.7968,31.0325,31.4734,13621121
2018-10-16,31.8066,31.885,31.2187,31.689,11876965
2018-10-17,31.4146,31.64,30.9443,31.2873,9098954
2018-10-18,31.0717,31.1697,30.3417,30.4544,14349210
2018-10-19,30.1016,30.8365,29.9546,30.572,12754609
2018-10-22,30.8169,30.9541,30.4054,30.7091,11052894
2018-10-23,30.3172,31.7478,30.2682,31.4734,16580792
2018-10-24,31.1501,31.4146,29.9448,29.9448,18781409
2018-10-25,30.5622,31.5518,30.4408,31.3558,16763615
2018-10-26,31.0423,32.2181,30.9933,31.9928,18038610
2018-10-29,33.4234,33.6095,32.0712,32.4631,19548113
2018-10-30,32.5121,33.2372,32.3553,32.8648,16287542
2018-10-31,35.2459,36.3042,34.6874,35.8535,37775234
2018-11-01,35.5105,35.9514,34.9765,35.7359,15233151
2018-11-02,36.0592,36.5296,34.8393,35.3047,13268329
2018-11-05,35.2753,35.6575,35.1234,35.5203,11477057
2018-11-06,35.4517,35.8241,35.3635,35.7261,11188012
2018-11-07,35.9906,36.2552,35.6379,36.1376,9457803
2018-11-08,35.6771,36.1474,35.5595,35.8339,10807866
2018-11-09,35.3929,35.7065,34.6384,34.9814,9037534
2018-11-12,34.9226,35.3145,34.7364,34.9716,10062122
2018-11-13,35.1969,35.9129,34.9912,35.2067,8593970
2018-11-14,35.4713,35.5889,34.2759,34.5208,10883692
2018-11-15,34.2073,34.8736,33.1686,34.8344,17675609
2018-11-16,34.609,35.0696,34.3102,35.0304,11681458
2018-11-19,35.0304,35.241,34.6972,34.9618,11595802
2018-11-20,34.3934,34.903,34.1485,34.3836,10333222
2018-11-21,34.5894,35.1343,34.2661,34.8344,6555943
2018-11-23,34.6188,35.3831,34.4914,35.2067,4231366
2018-11-26,35.4125,37.97,35.3243,36.8921,30361809
2018-11-27,36.5198,36.7941,35.4811,35.9514,25559053
2018-11-28,36.02,36.2552,35.2165,36.2062,12439913
2018-11-29,36.0494,36.2111,35.5693,36.02,8251195
2018-11-30,36.0004,37.2351,35.922,37.1861,18108733
2018-12-03,38.2149,38.8127,37.5976,37.676,17157410
2018-12-04,37.4506,37.529,35.7653,35.7849,14234710
2018-12-06,35.3888,35.3987,34.5669,35.3492,14533696
2018-12-07,35.0917,35.5769,34.2105,34.3491,9236815
2018-12-10,34.2105,34.4382,33.1312,34.0818,12320029
2018-12-11,35.2007,35.3987,34.3095,34.3491,12531846
2018-12-12,34.8838,35.6858,34.8838,35.3294,10324880
2018-12-13,35.6066,35.8245,34.7204,34.765,9000996
2018-12-14,34.6561,35.3492,34.5075,34.7551,8415427
2018-12-17,34.5966,35.27,34.1214,34.3194,10674448
2018-12-18,34.6759,35.1808,34.3491,34.557,8492444
2018-12-19,34.666,35.8433,34.3491,34.5867,11882025
2018-12-20,34.5867,35.0076,33.5076,33.9332,14957438
2018-12-21,33.8936,34.5075,32.6361,32.6559,21381064
2018-12-24,32.3291,32.6163,31.9331,32.0519,9110187
2018-12-26,32.2598,33.1955,31.1508,33.1906,12490397
2018-12-27,32.745,33.6659,32.0717,33.6263,13652980
2018-12-28,33.6164,34.3887,33.349,33.5867,8677963
2018-12-31,33.6659,33.8837,32.5915,33.1213,8455549
2019-01-02,32.5272,33.4728,32.0915,33.3094,7662344
2019-01-03,33.0124,33.349,31.8836,31.9331,11618332
2019-01-04,32.4777,33.2412,32.1113,33.0025,10783950
2019-01-07,33.3787,34.6214,33.151,34.0223,10722317
2019-01-08,34.6561,35.3294,34.1511,34.4679,10532945
2019-01-09,34.6164,35.2403,34.3689,34.8343,9917596
2019-01-10,34.6561,34.7056,33.8293,34.3887,9143671
2019-01-11,36.2403,37.5969,35.8938,36.8146,32257094
2019-01-14,36.8839,37.6266,36.6562,37.2899,14361061
2019-01-15,37.4681,37.4681,36.4384,37.181,11999110
2019-01-16,37.1117,37.6068,36.9,37.2998,17427441
2019-01-17,37.1315,37.9236,37.0325,37.884,13060541
2019-01-18,38.0722,38.389,37.4681,38.2306,10494113
2019-01-22,37.9038,38.4039,37.5177,37.7751,12134385
2019-01-23,37.8246,37.983,37.1117,37.2998,7752789
2019-01-24,37.3889,37.9137,37.2899,37.785,7809295
2019-01-25,38.2702,38.4484,37.983,38.2603,8843499
2019-01-28,37.8543,38.2207,37.681,38.0821,11384350
2019-01-29,37.9335,38.1613,37.7157,38.092,5745384
2019-01-30,38.1217,38.7554,37.7454,38.7059,11032977
2019-01-31,38.4286,38.6663,38.1068,38.6365,11219338
2019-02-01,38.5276,38.7603,38.1415,38.3989,8040324
2019-02-04,38.2702,38.5573,37.9731,38.5474,9959977
2019-02-05,38.696,38.9732,38.3494,38.9138,12157995
2019-02-06,39.7752,40.3396,39.1415,39.5178,16883022
2019-02-07,38.8445,39.0227,37.9632,38.2702,15800719
2019-02-08,38.1217,38.3296,37.6315,38.3197,8111522
2019-02-11,37.9335,38.3098,37.8395,38.2504,9364864
2019-02-12,38.4187,38.9336,38.4187,38.6465,9725754
2019-02-13,38.894,39.0029,38.4385,38.6167,6735869
2019-02-14,38.4286,38.7059,38.3296,38.5078,7050520
2019-02-15,38.6762,38.8049,38.3593,38.7059,8582316
2019-02-19,38.5969,39.2901,38.5276,39.1415,9122373
2019-02-20,39.2505,39.7109,39.1316,39.5574,9794809
2019-02-21,39.6069,39.805,39.1514,39.2307,7435961
2019-02-22,39.4485,39.6168,39.0524,39.597,6742713
2019-02-25,39.8545,40.0624,39.696,39.7455,9252303
2019-02-26,39.5178,39.9634,39.4386,39.7158,7611551
2019-02-27,39.696,39.7653,39.3891,39.6069,8671977
2019-02-28,39.4287,39.5178,38.8148,39.092,9053403
2019-03-01,39.4584,39.5772,38.6676,39.1415,7706331
2019-03-04,39.3099,41.0922,38.6465,38.8643,7524453
2019-03-05,38.894,39.0326,38.6316,38.894,4866442
2019-03-06,38.8544,38.9039,38.1118,38.29,9413586
2019-03-07,38.1,38.34,37.64,38.04,8999795
2019-03-08,37.63,38.04,37.5,37.99,6910982
2019-03-11,38.08,38.79,38.0,38.62,12218808
2019-03-12,38.7,39.03,38.5,38.62,6633590
2019-03-13,38.74,39.03,38.6,38.8,7334092
2019-03-14,38.76,38.82,37.94,38.03,8692887
2019-03-15,38.04,38.29,37.88,38.07,16854874
2019-03-18,38.18,38.24,37.615,37.98,7583849
2019-03-19,38.31,38.75,38.04,38.27,9003297
2019-03-20,37.74,37.94,36.78,37.0,11680047
2019-03-21,37.0,37.38,36.78,37.35,8168115
2019-03-22,37.09,37.3,36.285,36.44,10049514
2019-03-25,36.48,37.0311,36.26,36.75,6922202
2019-03-26,36.93,36.98,36.555,36.87,6867156
2019-03-27,36.92,37.24,36.47,36.61,7006459
2019-03-28,36.7,37.225,36.655,37.06,5591332
2019-03-29,37.31,37.4,36.92,37.1,9432590
2019-04-01,37.4,37.82,37.33,37.76,7145649
2019-04-02,37.83,38.01,37.61,37.81,5667116
2019-04-03,38.25,38.64,38.23,38.39,9029245
2019-04-04,38.4,38.94,38.39,38.79,7116103
2019-04-05,38.85,39.01,38.58,38.94,4497787
2019-04-08,38.77,39.0889,38.76,39.06,5992519
2019-04-09,38.85,39.08,38.7,38.86,6528907
2019-04-10,38.89,39.415,38.78,39.25,5471412
2019-04-11,39.38,39.59,39.13,39.33,4581546
2019-04-12,39.6,40.05,39.53,39.71,4949720
2019-04-15,39.9,40.01,39.35,39.57,5179576
2019-04-16,39.56,39.91,39.4629,39.66,5985519
2019-04-17,40.1,40.26,39.88,39.99,8643483
2019-04-18,40.0,40.45,39.98,40.3,10678039
